Timestamp,Compressor_ID,Running_Status,Current_A,Power_kW,Pressure_bar,Flow_m3h,Temperature_C,Load_Percent
2026-01-11 01:00:00,CP-05,Running,58.35,30.63,6.93,446.36,30.5,86.61
2026-03-10 12:00:00,CP-05,Running,54.72,28.33,7.02,427.51,31.81,79.98
2026-01-10 05:00:00,CP-03,Running,59.12,29.94,6.93,475.66,31.66,87.39
2026-03-28 23:00:00,CP-04,Running,52.77,22.99,6.51,331.57,28.99,64.43
2026-03-13 10:00:00,CP-01,Running,54.88,26.08,6.85,409.51,31.81,75.9
2026-01-08 22:00:00,CP-01,Running,50.27,23.38,6.61,348.2,30.26,66.08
2026-02-15 21:00:00,CP-03,Running,48.38,23.45,6.88,316.1,28.82,66.93
2026-03-19 00:00:00,CP-03,Running,53.08,26.17,7.01,379.71,30.67,74.84
2026-02-24 15:00:00,CP-02,Running,47.31,21.21,6.65,303.48,28.87,63.06
2026-02-16 16:00:00,CP-03,Running,54.89,26.94,6.85,369.96,28.23,72.66
2026-02-26 00:00:00,CP-01,Running,49.27,23.0,6.68,352.41,29.38,67.64
2026-01-08 07:00:00,CP-05,Running,56.68,29.54,7.23,448.08,32.25,83.04
2026-02-24 08:00:00,CP-02,Running,51.57,23.43,6.9,331.44,31.82,69.24
2026-01-30 21:00:00,CP-01,Stopped,28.88,11.5,6.61,2.58,26.46,0.48
2026-03-09 21:00:00,CP-05,Running,49.69,25.01,7.05,344.19,30.67,66.92
2026-01-10 23:00:00,CP-01,Running,47.49,21.92,6.64,322.61,28.03,62.6
2026-02-14 13:00:00,CP-01,Running,50.62,23.68,6.86,343.54,29.09,68.69
2026-01-03 20:00:00,CP-03,Running,48.8,23.5,6.8,347.36,27.86,63.98
2026-02-24 06:00:00,CP-02,Running,54.67,25.32,6.92,397.73,30.63,78.24
2026-03-09 09:00:00,CP-03,Running,53.22,26.18,6.99,387.8,30.44,73.78
2026-01-07 06:00:00,CP-05,Running,59.5,31.35,7.14,476.7,32.73,88.3
2026-02-27 19:00:00,CP-01,Running,51.71,23.95,6.69,299.34,29.18,64.13
2026-03-30 04:00:00,CP-01,Running,53.98,25.49,6.96,377.61,31.55,73.01
2026-03-31 08:00:00,CP-01,Running,52.65,25.15,6.96,383.35,32.73,78.36
2026-03-01 05:00:00,CP-05,Running,54.81,28.68,7.1,439.49,31.91,84.94
2026-01-15 07:00:00,CP-01,Running,54.12,26.09,6.89,405.42,32.52,82.66
2026-01-29 05:00:00,CP-04,Stopped,30.19,11.46,6.63,27.95,29.43,6.02
2026-03-02 03:00:00,CP-01,Running,52.86,25.22,6.87,418.29,30.33,77.81
2026-03-06 11:00:00,CP-03,Running,52.16,25.86,6.84,410.71,30.78,77.33
2026-01-03 22:00:00,CP-05,Running,52.47,26.7,6.94,367.1,30.25,71.9
2026-02-10 21:00:00,CP-04,Running,46.7,20.01,6.53,273.67,26.62,57.02
2026-01-30 06:00:00,CP-01,Running,54.61,25.82,7.01,375.72,32.12,73.6
2026-01-02 13:00:00,CP-04,Running,48.45,21.04,6.58,323.05,29.49,63.05
2026-02-08 17:00:00,CP-04,Running,44.01,18.69,6.38,270.46,26.67,52.85
2026-03-17 07:00:00,CP-01,Running,50.43,23.91,6.9,357.18,31.47,74.82
2026-03-04 05:00:00,CP-01,Running,57.79,28.12,7.03,448.71,32.08,87.04
2026-01-02 17:00:00,CP-01,Running,48.14,22.02,6.8,305.04,27.43,58.4
2026-03-03 02:00:00,CP-02,Running,52.33,23.87,6.81,372.48,30.59,71.01
2026-03-14 23:00:00,CP-05,Running,51.36,26.16,6.79,341.1,29.46,72.37
2026-02-02 06:00:00,CP-04,Running,52.5,23.06,6.72,352.17,29.8,68.17
2026-01-21 15:00:00,CP-04,Stopped,30.24,11.49,6.46,31.6,25.74,6.38
2026-01-22 10:00:00,CP-04,Running,48.11,20.85,6.7,291.23,28.9,61.93
2026-01-29 12:00:00,CP-02,Running,51.65,23.45,6.64,349.43,29.37,68.91
2026-03-08 02:00:00,CP-03,Running,53.95,26.57,7.18,389.05,28.95,74.26
2026-03-17 21:00:00,CP-01,Stopped,30.54,12.33,6.75,30.02,25.81,5.93
2026-02-07 18:00:00,CP-01,Running,49.61,22.75,6.73,308.22,28.41,59.51
2026-02-04 07:00:00,CP-05,Running,55.51,29.21,7.14,444.82,32.4,87.68
2026-03-21 01:00:00,CP-04,Running,48.01,20.98,6.56,329.87,29.85,65.8
2026-02-14 00:00:00,CP-05,Running,55.88,29.16,6.87,444.73,31.12,83.76
2026-01-16 11:00:00,CP-04,Running,48.4,20.97,6.56,,29.44,61.98
2026-01-24 11:00:00,CP-05,Running,57.04,29.48,7.0,386.97,32.4,79.15
2026-02-13 06:00:00,CP-05,Running,57.18,29.94,7.18,443.05,31.59,85.24
2026-03-15 16:00:00,CP-02,Running,44.4,19.55,6.52,284.22,27.46,54.92
2026-01-20 18:00:00,CP-01,Stopped,31.36,12.57,6.48,13.91,24.94,2.89
2026-01-11 00:00:00,CP-05,Running,50.94,26.2,7.0,414.85,31.03,76.88
2026-02-02 02:00:00,CP-01,Running,56.67,26.82,6.82,386.27,29.26,74.06
2026-01-06 17:00:00,CP-02,Running,44.03,19.17,6.58,270.05,29.34,50.04
2026-02-16 10:00:00,CP-01,Running,53.75,25.44,6.97,361.38,30.36,73.96
2026-03-31 12:00:00,CP-03,Running,46.98,23.02,6.77,365.64,29.66,71.92
2026-02-19 21:00:00,CP-02,Running,45.85,20.14,6.56,252.04,27.93,53.88
2026-01-12 02:00:00,CP-05,Running,55.96,29.12,7.02,417.85,29.93,82.42
2026-02-23 23:00:00,CP-05,Running,53.68,27.44,6.88,363.72,29.81,74.02
2026-01-30 10:00:00,CP-03,Running,53.03,26.22,6.93,406.28,30.45,76.02
2026-03-05 13:00:00,CP-04,Running,46.58,20.07,6.58,308.67,29.47,59.32
2026-01-25 19:00:00,CP-05,Running,50.51,25.38,6.89,313.24,29.2,66.1
2026-01-25 16:00:00,CP-04,Running,48.87,20.79,6.47,256.36,28.23,53.81
2026-02-03 16:00:00,CP-01,Stopped,29.04,11.73,6.77,29.93,27.11,5.88
2026-03-17 02:00:00,CP-05,Running,56.23,29.05,7.04,389.36,30.79,78.95
2026-02-12 13:00:00,CP-02,Running,51.67,22.98,6.51,307.36,28.97,59.64
2026-02-27 00:00:00,CP-03,Running,56.04,27.89,6.79,400.16,29.55,79.19
2026-03-16 11:00:00,CP-05,Stopped,27.23,11.71,6.98,2.16,28.64,0.42
2026-02-22 16:00:00,CP-03,Running,52.9,25.73,6.65,325.11,28.39,68.52
2026-02-01 22:00:00,CP-04,Running,46.52,20.01,6.5,285.77,28.52,58.67
2026-02-17 15:00:00,CP-02,Running,46.44,20.67,6.72,288.69,28.18,59.87
2026-01-16 18:00:00,CP-03,Running,47.97,23.1,6.67,327.8,27.61,63.98
2026-01-19 13:00:00,CP-03,Stopped,27.55,11.48,6.96,14.19,28.3,2.92
2026-01-04 01:00:00,CP-04,Running,50.67,22.04,6.76,341.62,29.96,63.55
2026-03-08 20:00:00,CP-04,Running,45.18,18.99,6.43,252.5,28.24,48.41
2026-01-25 23:00:00,CP-02,Running,54.02,24.73,6.73,359.56,29.2,72.73
2026-02-25 13:00:00,CP-02,Running,48.46,21.73,6.61,318.3,29.84,63.31
2026-03-30 08:00:00,CP-02,Running,54.86,25.44,6.72,402.13,31.78,78.77
2026-02-08 04:00:00,CP-02,Stopped,29.78,11.71,6.87,37.33,29.23,7.27
2026-02-14 10:00:00,CP-04,Stopped,31.05,11.62,6.71,1.13,27.73,0.23
2026-01-08 01:00:00,CP-01,Running,54.41,25.71,6.8,406.64,30.81,73.28
2026-02-05 22:00:00,CP-03,Running,52.78,25.71,6.87,365.79,28.1,69.24
2026-02-25 12:00:00,CP-03,Running,52.44,25.81,6.97,384.63,31.19,74.1
2026-01-18 23:00:00,CP-03,Running,52.9,25.85,6.85,349.52,29.85,70.63
2026-01-31 10:00:00,CP-02,Running,49.96,22.27,6.92,307.63,28.77,60.48
2026-03-20 08:00:00,CP-04,Running,53.19,23.51,6.75,383.02,31.1,70.95
2026-01-28 21:00:00,CP-01,Running,48.95,23.02,6.64,346.58,27.53,71.16
2026-01-07 23:00:00,CP-01,Stopped,28.41,11.31,6.83,2.76,26.52,0.5
2026-01-07 13:00:00,CP-03,Running,50.02,24.46,6.86,378.11,29.57,71.04
2026-01-08 10:00:00,CP-05,Running,57.61,29.79,7.07,418.0,30.61,79.46
2026-02-18 22:00:00,CP-03,Running,50.69,24.59,6.77,323.62,27.68,67.38
2026-01-11 07:00:00,CP-03,Running,55.35,27.35,7.06,421.45,31.27,75.81
2026-01-19 06:00:00,CP-01,Stopped,31.25,12.61,6.9,29.28,28.92,5.65
2026-02-17 22:00:00,CP-04,Running,46.69,20.11,6.47,292.28,28.86,59.2
2026-03-08 04:00:00,CP-01,Running,53.64,25.43,6.84,405.17,32.9,74.75
2026-01-04 11:00:00,CP-02,Running,51.76,23.5,6.74,360.78,30.65,68.9
2026-01-18 08:00:00,CP-04,Running,50.12,21.97,6.77,341.77,29.46,67.24
2026-03-03 14:00:00,CP-02,Running,50.69,22.62,6.55,326.89,29.27,61.04
2026-03-10 14:00:00,CP-01,Running,49.53,22.84,6.86,336.03,28.42,62.08
2026-03-03 12:00:00,CP-02,Running,44.26,19.51,6.61,288.75,29.43,55.62
2026-01-24 22:00:00,CP-04,Running,44.89,19.24,6.6,280.55,28.42,57.13
2026-02-25 16:00:00,CP-03,Running,50.03,24.36,6.72,340.34,28.91,68.95
2026-03-24 13:00:00,CP-04,Running,48.61,20.85,6.51,293.86,30.35,57.36
2026-01-10 03:00:00,CP-04,Running,53.45,23.4,6.59,351.18,30.28,66.56
2026-03-10 14:00:00,CP-02,Running,47.35,20.97,6.59,310.3,29.62,57.56
2026-02-13 19:00:00,CP-04,Running,49.35,21.13,6.42,289.44,26.6,56.49
2026-03-07 22:00:00,CP-05,Running,53.5,27.67,6.97,442.11,29.04,79.55
2026-03-28 00:00:00,CP-04,Running,49.2,21.23,6.65,296.02,29.93,59.99
2026-01-11 03:00:00,CP-01,Running,53.65,25.51,6.78,409.1,30.86,76.13
2026-03-11 03:00:00,CP-04,Running,50.61,22.2,6.85,352.6,32.94,67.46
2026-01-23 11:00:00,CP-03,Running,52.89,25.97,6.96,362.1,30.96,72.8
2026-02-24 05:00:00,CP-04,Running,49.06,21.4,6.67,319.32,30.05,65.0
2026-02-18 22:00:00,CP-01,Running,50.29,23.43,6.71,334.34,29.36,66.78
2026-03-20 06:00:00,CP-03,Running,52.7,26.18,7.2,430.4,30.62,78.38
2026-03-02 10:00:00,CP-01,Running,53.49,25.57,6.85,417.87,30.4,78.69
2026-03-09 12:00:00,CP-04,Running,47.4,20.58,6.6,352.24,29.46,62.96
2026-01-04 20:00:00,CP-03,Stopped,25.89,10.77,6.61,11.04,25.87,2.08
2026-02-25 04:00:00,CP-03,Running,58.33,29.15,7.15,399.49,31.84,81.0
2026-03-02 08:00:00,CP-01,Running,55.6,26.91,6.94,438.27,34.07,84.52
2026-02-06 11:00:00,CP-03,Running,54.58,26.93,6.94,401.08,32.22,75.08
2026-01-25 10:00:00,CP-02,Running,52.2,24.03,6.72,392.74,31.42,75.35
2026-01-04 18:00:00,CP-02,Running,48.05,21.18,6.62,304.63,27.09,55.53
2026-02-19 05:00:00,CP-03,Running,57.09,28.3,6.96,387.01,32.4,77.26
2026-03-13 09:00:00,CP-01,Running,58.33,27.86,6.89,433.34,32.5,78.29
2026-03-31 00:00:00,CP-05,Running,51.76,26.41,7.14,343.37,28.9,73.14
2026-02-13 02:00:00,CP-03,Running,52.67,26.05,6.95,390.13,30.87,76.18
2026-02-09 02:00:00,CP-02,Running,54.27,24.55,6.74,367.69,30.52,67.18
2026-02-05 14:00:00,CP-01,Running,48.0,22.38,6.75,358.99,28.45,67.02
2026-03-01 20:00:00,CP-05,Running,51.88,26.28,6.98,351.6,29.51,69.74
2026-01-11 19:00:00,CP-01,Running,46.85,21.67,6.68,355.9,27.49,63.51
2026-01-25 20:00:00,CP-03,Running,49.64,23.96,6.99,309.48,31.11,65.07
2026-02-19 15:00:00,CP-01,Running,51.18,23.97,6.65,342.32,28.17,69.2
2026-02-21 03:00:00,CP-02,Running,55.48,25.61,6.95,384.43,31.28,76.53
2026-02-04 18:00:00,CP-04,Running,48.03,20.4,6.4,276.75,27.99,52.97
2026-01-09 01:00:00,CP-01,Running,51.79,24.44,6.92,386.0,28.62,72.68
2026-02-15 08:00:00,CP-05,Running,55.45,29.05,7.16,423.66,31.9,85.57
2026-01-18 12:00:00,CP-03,Running,54.87,26.8,6.91,347.81,30.9,70.46
2026-02-10 22:00:00,CP-05,Running,51.05,25.89,6.94,368.65,30.19,70.39
2026-03-03 06:00:00,CP-05,Running,55.9,29.01,7.18,420.09,31.87,81.12
2026-01-30 09:00:00,CP-01,Running,48.97,22.86,7.01,350.7,29.84,67.58
2026-03-13 05:00:00,CP-01,Running,57.86,27.93,6.98,423.73,33.59,83.26
2026-01-20 01:00:00,CP-03,Running,52.58,26.05,6.96,372.5,31.65,77.11
2026-03-22 08:00:00,CP-05,Running,58.47,30.84,7.12,420.33,33.79,88.77
2026-03-04 22:00:00,CP-04,Running,49.87,21.26,6.56,288.79,30.57,54.62
2026-01-06 07:00:00,CP-03,Running,53.75,26.97,7.05,442.59,32.82,83.06
2026-03-08 07:00:00,CP-02,Running,49.83,22.72,6.82,362.0,31.78,70.94
2026-02-18 17:00:00,CP-05,Running,52.03,26.47,6.92,353.39,29.44,71.82
2026-01-20 22:00:00,CP-04,Stopped,25.63,9.65,6.5,14.04,27.78,2.84
2026-03-16 17:00:00,CP-02,Running,50.7,22.77,6.47,339.88,29.49,63.87
2026-03-21 13:00:00,CP-02,Running,53.9,24.43,6.64,327.93,28.98,68.19
2026-02-26 12:00:00,CP-05,Running,53.55,27.17,6.88,332.59,30.16,70.59
2026-02-05 12:00:00,CP-03,Running,51.63,25.45,6.98,389.49,29.25,74.77
2026-03-11 01:00:00,CP-02,Running,50.46,23.06,6.71,374.47,30.64,71.9
2026-01-26 07:00:00,CP-03,Running,56.69,28.52,6.92,411.53,32.51,84.22
2026-02-01 17:00:00,CP-05,Running,53.69,27.72,6.84,409.77,30.12,78.8
2026-01-13 13:00:00,CP-04,Running,48.39,20.84,6.62,307.61,30.69,59.27
2026-03-27 03:00:00,CP-01,Running,55.94,26.59,6.87,,31.91,76.07
2026-02-21 02:00:00,CP-05,Running,55.01,28.17,7.19,367.66,32.04,74.86
2026-03-28 00:00:00,CP-05,Running,52.89,27.23,7.1,392.74,29.54,77.42
2026-02-21 23:00:00,CP-03,Running,54.28,26.73,6.89,394.68,30.08,74.3
2026-03-25 07:00:00,CP-05,Running,56.74,29.92,7.18,434.12,32.73,88.66
2026-01-28 05:00:00,CP-05,Running,55.36,28.9,7.17,418.87,33.89,83.85
2026-02-22 03:00:00,CP-02,Running,50.92,23.14,6.9,331.88,30.95,69.36
2026-01-27 15:00:00,CP-05,Running,51.39,26.08,6.91,360.99,29.44,70.74
2026-02-02 18:00:00,CP-03,Running,50.34,24.36,6.8,362.97,28.65,66.06
2026-01-27 20:00:00,CP-05,Running,51.98,26.61,6.85,355.38,28.76,74.64
2026-01-08 11:00:00,CP-02,Running,53.56,24.31,6.8,342.36,30.56,68.67
2026-02-05 13:00:00,CP-01,Running,52.61,24.91,6.73,395.05,28.49,74.22
2026-01-17 17:00:00,CP-02,Running,51.62,23.24,6.56,327.57,27.09,65.14
2026-03-04 01:00:00,CP-03,Running,53.8,26.74,6.91,406.01,31.03,78.58
2026-03-11 04:00:00,CP-05,Running,55.47,29.26,6.96,460.48,31.27,88.86
2026-01-25 01:00:00,CP-05,Running,55.48,28.66,7.01,,31.41,78.94
2026-01-05 23:00:00,CP-01,Running,49.03,22.74,6.72,334.9,29.42,64.71
2026-03-04 17:00:00,CP-05,Running,49.21,24.67,6.75,341.82,28.55,65.11
2026-03-17 05:00:00,CP-03,Running,56.07,28.02,7.11,405.99,32.6,81.07
2026-02-03 12:00:00,CP-04,Running,51.21,22.05,6.63,318.89,30.07,59.03
2026-03-05 01:00:00,CP-05,Running,51.78,26.39,7.05,379.27,31.16,72.64
2026-03-31 03:00:00,CP-02,Running,50.29,23.06,6.7,376.73,31.04,73.33
2026-01-07 02:00:00,CP-02,Running,49.83,22.37,6.54,345.48,31.0,63.83
2026-01-26 00:00:00,CP-01,Running,51.0,23.83,6.86,357.65,28.83,68.1
2026-01-04 09:00:00,CP-03,Running,55.95,27.81,6.97,399.99,31.28,78.54
2026-03-15 14:00:00,CP-04,Running,47.15,20.14,6.72,285.4,28.19,55.5
2026-03-21 05:00:00,CP-03,Running,56.74,28.33,6.89,394.35,31.3,80.75
2026-03-19 02:00:00,CP-01,Running,55.21,26.33,6.75,398.25,32.19,77.47
2026-01-28 16:00:00,CP-03,Running,49.44,23.83,6.76,330.3,27.5,64.36
2026-02-06 09:00:00,CP-04,Running,49.02,21.51,6.74,374.88,30.43,67.65
2026-03-16 09:00:00,CP-01,Running,53.33,25.24,6.93,385.48,30.87,74.1
2026-01-26 02:00:00,CP-05,Running,58.46,30.2,6.99,400.35,31.34,78.92
2026-01-22 00:00:00,CP-04,Running,50.95,22.03,6.59,297.3,29.76,61.1
2026-02-13 19:00:00,CP-01,Running,48.79,22.47,6.7,316.9,29.66,61.44
2026-02-26 20:00:00,CP-01,Running,49.16,22.62,6.76,300.28,28.4,61.19
2026-02-25 04:00:00,CP-02,Running,53.17,24.35,6.92,360.23,31.12,72.93
2026-02-05 16:00:00,CP-02,Running,47.9,21.15,6.63,286.4,27.92,56.22
2026-03-23 01:00:00,CP-01,Running,56.18,26.58,6.96,376.37,31.15,73.86
2026-01-01 02:00:00,CP-02,Running,52.85,24.12,6.8,357.8,32.18,71.19
2026-03-26 20:00:00,CP-01,Running,49.03,22.52,6.71,284.33,28.98,60.21
2026-01-23 01:00:00,CP-05,Running,55.6,28.63,7.0,388.64,31.03,77.5
2026-01-21 23:00:00,CP-05,Running,47.88,24.47,7.04,377.49,30.96,73.98
2026-01-31 22:00:00,CP-03,Running,51.89,25.43,6.72,380.76,28.5,71.91
2026-01-03 22:00:00,CP-04,Running,46.22,19.82,6.52,280.39,28.5,57.26
2026-01-24 21:00:00,CP-04,Running,45.76,19.53,6.51,274.84,27.68,55.02
2026-01-22 08:00:00,CP-03,Running,54.02,27.17,7.11,406.13,32.24,84.21
2026-03-20 08:00:00,CP-02,Stopped,30.82,12.11,6.76,36.73,29.19,7.17
2026-01-04 10:00:00,CP-02,Running,51.19,23.17,6.76,347.01,31.18,67.37
2026-01-11 09:00:00,CP-05,Running,55.51,29.14,7.22,443.01,31.9,86.49
2026-01-13 12:00:00,CP-02,Running,50.87,22.71,6.67,329.55,29.61,61.14
2026-01-11 14:00:00,CP-02,Running,46.34,20.41,6.71,290.56,29.05,55.14
2026-01-03 12:00:00,CP-01,Running,54.02,25.39,6.83,357.39,29.76,70.78
2026-02-04 02:00:00,CP-04,Running,50.78,22.32,6.76,355.09,30.71,68.38
2026-03-26 08:00:00,CP-01,Running,51.19,24.15,7.01,337.27,30.53,72.56
2026-02-07 05:00:00,CP-04,Running,52.57,23.12,6.59,354.12,31.19,68.67
2026-02-15 17:00:00,CP-05,Running,52.19,26.23,6.83,339.95,28.42,66.16
2026-03-19 22:00:00,CP-02,Running,46.75,21.04,6.71,331.22,30.73,64.8
2026-03-20 01:00:00,CP-03,Running,55.67,27.62,7.04,363.49,31.48,77.68
2026-01-03 21:00:00,CP-04,Running,43.5,18.3,6.43,263.12,28.02,48.91
2026-01-28 06:00:00,CP-04,Running,47.71,20.77,6.77,320.92,31.63,64.02
2026-01-05 00:00:00,CP-02,Running,50.48,22.99,6.66,365.9,29.12,70.21
2026-02-17 01:00:00,CP-03,Running,51.94,25.47,6.88,352.17,30.31,72.25
2026-03-23 05:00:00,CP-05,Running,56.25,29.11,7.07,392.32,31.36,79.79
2026-02-06 01:00:00,CP-01,Running,53.57,25.38,6.93,367.18,30.79,74.54
2026-01-13 10:00:00,CP-04,Running,50.95,22.28,6.64,340.3,29.21,65.96
2026-01-03 04:00:00,CP-03,Running,54.04,27.02,7.15,417.87,31.28,81.28
2026-02-08 11:00:00,CP-02,Running,50.75,22.97,6.72,378.67,29.57,67.4
2026-03-25 02:00:00,CP-04,Running,55.53,24.57,6.62,344.58,31.43,71.56
2026-01-24 06:00:00,CP-03,Running,57.72,28.78,7.07,390.7,31.75,80.05
2026-02-24 09:00:00,CP-02,Running,50.41,22.88,6.84,344.2,31.55,68.71
2026-01-31 23:00:00,CP-04,Stopped,31.44,11.97,6.4,35.63,26.78,7.08
2026-02-09 09:00:00,CP-05,Running,53.87,28.24,7.04,445.05,32.86,85.93
2026-03-27 02:00:00,CP-05,Running,55.54,28.97,7.08,439.13,30.88,83.53
